time,Qd_MVAR
0008/04/16 00:00,0.25056
0008/04/16 00:05,0.244891
0008/04/16 00:10,0.239314
0008/04/16 00:15,0.235435
0008/04/16 00:20,0.230502
0008/04/16 00:25,0.22701
0008/04/16 00:30,0.221623
0008/04/16 00:35,0.218437
0008/04/16 00:40,0.215178
0008/04/16 00:45,0.211966
0008/04/16 00:50,0.207507
0008/04/16 00:55,0.204327
0008/04/16 01:00,0.201345
0008/04/16 01:05,0.198365
0008/04/16 01:10,0.195416
0008/04/16 01:15,0.191131
0008/04/16 01:20,0.188224
0008/04/16 01:25,0.185496
0008/04/16 01:30,0.182654
0008/04/16 01:35,0.179948
0008/04/16 01:40,0.177422
0008/04/16 01:45,0.176065
0008/04/16 01:50,0.173701
0008/04/16 01:55,0.171035
0008/04/16 02:00,0.170156
0008/04/16 02:05,0.169261
0008/04/16 02:10,0.16817
0008/04/16 02:15,0.167372
0008/04/16 02:20,0.166457
0008/04/16 02:25,0.165658
0008/04/16 02:30,0.164866
0008/04/16 02:35,0.165491
0008/04/16 02:40,0.164517
0008/04/16 02:45,0.163891
0008/04/16 02:50,0.164334
0008/04/16 02:55,0.163219
0008/04/16 03:00,0.162428
0008/04/16 03:05,0.161664
0008/04/16 03:10,0.160425
0008/04/16 03:15,0.159482
0008/04/16 03:20,0.158409
0008/04/16 03:25,0.156302
0008/04/16 03:30,0.155236
0008/04/16 03:35,0.154143
0008/04/16 03:40,0.152188
0008/04/16 03:45,0.15141
0008/04/16 03:50,0.150453
0008/04/16 03:55,0.148944
0008/04/16 04:00,0.148267
0008/04/16 04:05,0.147879
0008/04/16 04:10,0.146345
0008/04/16 04:15,0.146229
0008/04/16 04:20,0.146226
0008/04/16 04:25,0.14523
0008/04/16 04:30,0.145374
0008/04/16 04:35,0.144366
0008/04/16 04:40,0.143492
0008/04/16 04:45,0.143763
0008/04/16 04:50,0.142737
0008/04/16 04:55,0.140725
0008/04/16 05:00,0.139829
0008/04/16 05:05,0.137942
0008/04/16 05:10,0.136924
0008/04/16 05:15,0.134734
