time,Qd_MVAR
0008/02/16 00:00,0.325779
0008/02/16 00:05,0.320446
0008/02/16 00:10,0.313872
0008/02/16 00:15,0.3075
0008/02/16 00:20,0.300951
0008/02/16 00:25,0.294469
0008/02/16 00:30,0.288648
0008/02/16 00:35,0.284239
0008/02/16 00:40,0.2787
0008/02/16 00:45,0.273289
0008/02/16 00:50,0.267751
0008/02/16 00:55,0.262178
0008/02/16 01:00,0.258867
0008/02/16 01:05,0.255556
0008/02/16 01:10,0.251765
0008/02/16 01:15,0.24843
0008/02/16 01:20,0.245514
0008/02/16 01:25,0.242226
0008/02/16 01:30,0.240473
0008/02/16 01:35,0.23904
0008/02/16 01:40,0.237715
0008/02/16 01:45,0.234789
0008/02/16 01:50,0.235103
0008/02/16 01:55,0.233697
0008/02/16 02:00,0.232533
0008/02/16 02:05,0.231518
0008/02/16 02:10,0.231898
0008/02/16 02:15,0.230664
0008/02/16 02:20,0.231419
0008/02/16 02:25,0.230578
0008/02/16 02:30,0.231095
0008/02/16 02:35,0.230407
0008/02/16 02:40,0.230683
0008/02/16 02:45,0.229985
0008/02/16 02:50,0.230712
0008/02/16 02:55,0.229799
0008/02/16 03:00,0.228931
0008/02/16 03:05,0.22807
0008/02/16 03:10,0.227209
0008/02/16 03:15,0.226359
0008/02/16 03:20,0.225714
0008/02/16 03:25,0.223334
0008/02/16 03:30,0.222477
0008/02/16 03:35,0.221785
0008/02/16 03:40,0.221162
0008/02/16 03:45,0.220628
0008/02/16 03:50,0.219738
0008/02/16 03:55,0.219432
0008/02/16 04:00,0.218874
0008/02/16 04:05,0.218319
0008/02/16 04:10,0.21965
0008/02/16 04:15,0.219431
0008/02/16 04:20,0.220921
0008/02/16 04:25,0.222154
0008/02/16 04:30,0.222762
0008/02/16 04:35,0.224003
0008/02/16 04:40,0.224356
0008/02/16 04:45,0.224706
0008/02/16 04:50,0.226338
0008/02/16 04:55,0.225395
0008/02/16 05:00,0.225743
0008/02/16 05:05,0.224803
0008/02/16 05:10,0.224038
0008/02/16 05:15,0.223084
0008/02/16 05:20,0.222522
0008/02/16 05:25,0.22134
0008/02/16 05:30,0.220709
0008/02/16 05:35,0.219905
0008/02/16 05:40,0.218402
0008/02/16 05:45,0.218618
0008/02/16 05:50,0.218179
